order_id,customer_id,order_date,total_amount,status,region,payment_method
891,8510,6/7/2023,1836.52,Completed,North,Credit Card
892,2109,2/25/2023,2896,Completed,East,Apple Pay
893,2775,11/20/2023,1041.86,Completed,Central,Apple Pay
894,4639,5/10/2023,315.29,Completed,North,PayPal
895,6137,7/24/2023,2120.81,Completed,South,Credit Card
896,645,1/20/2023,2472.89,Returned,West,PayPal
897,4637,6/14/2023,392.24,Completed,North,Debit Card
898,5669,7/9/2023,428.12,Completed,West,Debit Card
899,5502,10/29/2023,1995.72,Completed,East,Apple Pay
900,4086,11/28/2023,627.3,Completed,South,Debit Card
901,5558,8/15/2023,4123.83,Completed,West,Apple Pay
902,8534,4/2/2023,1308.6,Completed,East,Debit Card
903,6466,10/14/2023,4795.01,Completed,South,PayPal
904,212,3/29/2023,1517.16,Completed,West,PayPal
905,8287,11/4/2023,1001.8,Completed,North,Credit Card
906,869,9/30/2023,536.15,Completed,East,PayPal
907,2484,10/25/2023,943.1,Completed,West,Debit Card
908,4797,11/30/2023,413.05,Completed,West,Apple Pay
909,1018,3/31/2023,2303.41,Completed,North,Debit Card
910,1642,3/11/2023,394.17,Completed,North,Apple Pay
911,5585,12/12/2023,3958.46,Completed,West,Credit Card
912,3316,11/20/2023,4816.02,Completed,East,Apple Pay
913,6567,4/22/2023,427.48,Completed,Central,Debit Card
914,2663,7/3/2023,361.97,Completed,East,Debit Card
915,9075,3/30/2023,252.57,Completed,South,Credit Card
916,6895,1/5/2023,254.46,Completed,North,Debit Card
917,4677,3/5/2023,1525.28,Completed,East,PayPal
918,2815,8/30/2023,3433.08,Completed,North,Apple Pay
919,8801,11/18/2023,1574.12,Completed,West,PayPal
920,9683,11/27/2023,515.58,Completed,East,Apple Pay
921,5559,12/8/2023,1786.41,Completed,West,Apple Pay
922,8895,12/10/2023,1813.55,Completed,East,Credit Card
923,2716,3/15/2023,401.69,Completed,Central,PayPal
924,1690,11/27/2023,3267.09,Completed,Central,Apple Pay
925,6182,12/16/2023,1129.1,Completed,Central,Debit Card
926,9755,12/4/2023,807.22,Completed,East,PayPal
927,2971,11/14/2023,209.84,Completed,North,Debit Card
928,8287,6/24/2023,1851.93,Completed,North,Credit Card
929,685,11/17/2023,459.12,Completed,South,Credit Card
930,1372,12/9/2023,1339.03,Completed,Central,Apple Pay
931,3915,6/3/2023,1298.12,Completed,South,Debit Card
932,4085,12/3/2023,703.95,Completed,South,PayPal
933,4626,11/8/2023,459.12,Completed,Central,Debit Card
934,1718,3/27/2023,1636.91,Completed,South,PayPal
935,8907,3/16/2023,844.11,Completed,East,Credit Card
936,3514,9/5/2023,953.95,Completed,South,Debit Card
937,690,1/21/2023,435.69,Completed,West,PayPal
938,6692,9/18/2023,303.81,Completed,West,Debit Card
939,4511,8/20/2023,2864.27,Completed,Central,Credit Card
940,5332,1/15/2023,89.6,Completed,West,Debit Card
941,6400,4/30/2023,1095.62,Completed,South,Apple Pay
942,373,2/13/2023,3507,Completed,North,Apple Pay
943,169,7/5/2023,1146.23,Completed,West,Credit Card
944,5257,11/29/2023,846.39,Completed,East,Credit Card
945,1374,11/23/2023,906.62,Completed,West,Apple Pay
946,1176,9/7/2023,1630.99,Completed,Central,PayPal
947,9370,12/5/2023,1936.47,Completed,Central,PayPal
948,8053,12/30/2023,273.77,Completed,Unknown,Apple Pay
949,6634,4/25/2023,300.05,Completed,West,Debit Card
950,6110,10/13/2023,1520.8,Completed,West,Apple Pay
951,2276,8/7/2023,2779.26,Completed,South,PayPal
952,71,5/1/2023,152.53,Completed,North,Apple Pay
953,3072,4/5/2023,909.31,Completed,Unknown,Debit Card
954,6265,4/7/2023,1041.67,Completed,South,PayPal
955,6512,2/25/2023,1417.1,Completed,North,Debit Card
956,2504,5/16/2023,1762.22,Completed,South,Apple Pay
957,4452,9/7/2023,1095.03,Completed,West,PayPal
958,6099,7/26/2023,1240.27,Completed,West,Apple Pay
959,5703,6/18/2023,3125.58,Completed,North,Debit Card
960,7445,1/31/2023,958.53,Completed,East,Debit Card
961,3444,11/26/2023,2010.32,Completed,North,Debit Card
962,2724,2/16/2023,2028.56,Completed,East,PayPal
963,9636,10/31/2023,44.16,Completed,Central,Debit Card
964,3132,12/14/2023,6289.37,Completed,Central,Apple Pay
965,2862,7/8/2023,4482.04,Completed,North,Credit Card
966,1056,12/14/2023,1871.48,Completed,West,Apple Pay
967,8808,7/29/2023,1057.86,Completed,West,Apple Pay
968,9385,1/7/2023,2014.72,Completed,Central,Apple Pay
969,9644,2/18/2023,1245.97,Completed,Central,Apple Pay
970,4991,2/24/2023,359.28,Completed,North,PayPal
971,187,1/12/2023,615.77,Cancelled,South,Debit Card
972,9666,4/22/2023,442.69,Completed,South,Debit Card
973,6576,9/11/2023,3193.95,Completed,East,Credit Card
974,6027,6/16/2023,1022.51,Completed,North,PayPal
975,6588,7/10/2023,406.33,Completed,South,Credit Card
976,1985,9/29/2023,1520.34,Completed,West,PayPal
977,9968,11/4/2023,714.81,Completed,West,Apple Pay
978,4555,1/11/2023,1277.56,Completed,West,Debit Card
979,1777,12/12/2023,132.98,Completed,Central,Apple Pay
980,9235,8/14/2023,2608.86,Completed,East,Debit Card
981,4427,9/17/2023,1645.17,Cancelled,East,PayPal
982,1242,5/27/2023,264.46,Completed,West,Credit Card
983,5506,10/19/2023,376.54,Completed,East,Apple Pay
984,5635,11/27/2023,395.8,Completed,West,Credit Card
985,7468,7/11/2023,776.21,Completed,West,Apple Pay
986,1352,12/31/2023,1971.43,Completed,South,Credit Card
987,8932,3/21/2023,931.48,Returned,South,Credit Card
988,9519,12/28/2023,1021.75,Completed,North,PayPal
989,5174,3/23/2023,549.91,Cancelled,East,Apple Pay
990,9620,11/8/2023,623.26,Completed,East,Debit Card
991,6404,3/10/2023,578.97,Completed,East,PayPal
992,800,8/10/2023,2343.54,Completed,Central,PayPal
993,8075,5/3/2023,374.8,Completed,East,Credit Card
994,4021,9/24/2023,154.02,Completed,West,PayPal
995,3406,2/23/2023,381.54,Completed,Central,Debit Card
996,1435,9/17/2023,204.4,Completed,East,PayPal
997,4940,7/12/2023,1437.34,Completed,Central,Credit Card
998,9147,8/4/2023,154.02,Completed,North,Apple Pay
999,8251,10/15/2023,1891.67,Completed,East,PayPal
1000,2565,9/14/2023,3623.32,Completed,West,PayPal
1001,1195,12/29/2023,1974.42,Completed,North,Debit Card
1002,6910,12/26/2023,260.43,Completed,South,Debit Card
1003,8116,12/16/2023,927.63,Completed,West,Debit Card
1004,8395,2/5/2023,951.46,Completed,Central,Apple Pay
1005,7086,10/22/2023,181.14,Completed,North,PayPal
1006,7493,12/26/2023,800.5,Completed,East,Debit Card
1007,6313,10/5/2023,602.73,Completed,Central,Credit Card
1008,213,10/8/2023,406.76,Completed,South,Credit Card
1009,8884,7/29/2023,3894.01,Completed,West,Apple Pay
1010,4028,10/16/2023,4126.52,Completed,North,Credit Card
1011,6682,6/20/2023,1801.53,Completed,Central,Apple Pay
1012,9077,9/26/2023,2273.81,Completed,West,Credit Card
1013,90,12/18/2023,1287.11,Completed,East,Credit Card
1014,690,2/27/2023,1071.23,Completed,West,PayPal
1015,1945,4/16/2023,1695.09,Completed,West,Credit Card
1016,9300,3/30/2023,2362.51,Completed,East,Credit Card
1017,3917,7/12/2023,282.13,Completed,West,Debit Card
1018,8766,4/24/2023,1044.8,Completed,Central,Debit Card
1019,6228,4/18/2023,884.92,Completed,Central,Apple Pay
1020,2518,2/8/2023,992.54,Completed,South,Apple Pay
1021,9372,5/23/2023,2552.38,Completed,North,PayPal
1022,4764,10/26/2023,884.91,Completed,Central,Apple Pay
1023,1328,8/23/2023,623.01,Completed,East,Apple Pay
1024,7472,4/23/2023,1089.75,Completed,West,Apple Pay
1025,690,11/16/2023,260.61,Completed,West,Debit Card
1026,3183,11/24/2023,1411.03,Completed,South,Debit Card
1027,5521,10/4/2023,313.21,Completed,South,Debit Card
1028,2150,8/19/2023,5129.03,Completed,South,Credit Card
1029,8239,12/8/2023,1832.33,Completed,South,Apple Pay
1030,443,12/8/2023,1129.1,Completed,North,Apple Pay
1031,9281,2/11/2023,697.18,Completed,Unknown,Credit Card
1032,8745,11/3/2023,151.46,Completed,Central,Credit Card
1033,7970,6/13/2023,164.76,Completed,South,PayPal
1034,5273,6/7/2023,376.78,Completed,North,Credit Card
1035,2928,12/3/2023,986.13,Completed,South,Apple Pay
1036,347,6/30/2023,399.61,Completed,West,Credit Card
1037,5958,12/26/2023,235.44,Completed,South,Debit Card
1038,5825,7/2/2023,1680.91,Completed,North,Apple Pay
1039,3078,1/24/2023,3460.7,Completed,South,Apple Pay
1040,5961,10/16/2023,441.28,Completed,East,PayPal
1041,8521,8/8/2023,1212.08,Completed,West,Debit Card
1042,2679,8/20/2023,618.93,Completed,Central,Apple Pay
1043,157,7/20/2023,589.05,Completed,South,PayPal
1044,7102,2/13/2023,445.88,Completed,West,Credit Card
1045,9819,1/30/2023,1968.52,Completed,Central,Credit Card
1046,8709,3/29/2023,585.38,Completed,North,Debit Card
1047,5825,3/13/2023,182.67,Cancelled,North,Credit Card
1048,5846,10/20/2023,1033.01,Completed,East,PayPal
1049,1313,10/26/2023,776.21,Completed,East,Debit Card
1050,9132,10/22/2023,1094.24,Completed,South,Debit Card
1051,1489,3/4/2023,719.08,Completed,Central,Apple Pay
1052,1078,4/9/2023,200.91,Completed,East,Debit Card
1053,3,11/13/2023,6298.1,Completed,East,Apple Pay
1054,5684,2/13/2023,1705.09,Completed,North,Apple Pay
1055,8331,10/27/2023,2520.79,Completed,South,Debit Card
1056,398,9/7/2023,2065.25,Completed,Central,PayPal
1057,8483,4/17/2023,5316.1,Completed,South,Credit Card
1058,5633,12/4/2023,2148.49,Completed,West,Credit Card
1059,127,3/17/2023,491.81,Completed,North,Credit Card
1060,9729,6/30/2023,2393.45,Completed,South,Debit Card
1061,1974,10/16/2023,771.46,Completed,Central,Apple Pay
1062,5724,7/29/2023,1826.95,Completed,Central,Debit Card
1063,8036,6/30/2023,1128.91,Completed,South,Debit Card
1064,6002,2/21/2023,187.47,Completed,North,Debit Card
1065,8897,7/31/2023,455.19,Completed,Central,Debit Card
1066,4979,2/27/2023,1433.78,Completed,Central,Credit Card
1067,2934,2/19/2023,2712.45,Completed,West,Credit Card
1068,5163,12/12/2023,664.52,Completed,East,Apple Pay
1069,7933,4/16/2023,1539.81,Completed,North,Apple Pay
1070,5133,7/11/2023,619.65,Completed,Central,Apple Pay
1071,98,11/6/2023,469.76,Completed,East,Debit Card
1072,6910,2/18/2023,744.14,Completed,South,Debit Card
1073,4345,3/1/2023,486.75,Completed,East,Apple Pay
1074,3034,3/11/2023,442.69,Completed,West,PayPal
1075,283,11/3/2023,2487.64,Completed,Central,Credit Card
1076,108,10/13/2023,30.63,Completed,West,Debit Card
1077,4716,12/10/2023,1417.1,Completed,West,PayPal
1078,7781,11/22/2023,105.06,Cancelled,West,Credit Card
1079,1714,12/13/2023,968.43,Returned,South,Debit Card
1080,5873,12/8/2023,2993.91,Completed,Central,Credit Card
1081,3960,12/17/2023,1227.5,Completed,East,Apple Pay
1082,7767,1/29/2023,686.4,Completed,West,Apple Pay
1083,2576,9/26/2023,5332.51,Completed,East,Debit Card
1084,8243,5/20/2023,2889.79,Completed,Central,Debit Card
1085,1304,4/26/2023,1127.69,Completed,East,Debit Card
1086,7748,5/26/2023,1936.62,Completed,West,PayPal
1087,87,3/16/2023,1416.9,Completed,Central,PayPal
1088,9328,9/6/2023,157.92,Completed,West,Apple Pay
1089,8654,2/20/2023,667.02,Completed,Central,Debit Card
1090,9110,12/3/2023,1995.72,Completed,North,Apple Pay
1091,6549,9/30/2023,921.67,Completed,South,PayPal
1092,1225,11/5/2023,3527.25,Completed,West,Apple Pay
1093,3236,9/16/2023,444.39,Completed,South,Debit Card
1094,982,10/3/2023,872.25,Completed,North,Credit Card
1095,1630,5/9/2023,422.6,Completed,West,Apple Pay
1096,2115,11/1/2023,4488.46,Completed,North,Apple Pay
1097,1308,11/28/2023,290.79,Completed,West,Apple Pay
1098,9623,2/24/2023,1944.13,Completed,East,Credit Card
1099,8953,11/5/2023,670.34,Completed,West,Apple Pay
1100,1601,5/29/2023,418.97,Completed,South,Debit Card
1101,5703,6/26/2023,831.92,Completed,Unknown,PayPal
1102,9090,2/10/2023,1093.42,Completed,East,Debit Card
1103,2373,8/10/2023,572.72,Completed,West,Credit Card
1104,1695,1/7/2023,2127.02,Completed,North,Debit Card
1105,3339,8/28/2023,744.5,Completed,East,Debit Card
1106,1814,10/29/2023,313.65,Completed,East,Apple Pay
1107,8200,10/15/2023,1334.04,Completed,South,Debit Card
1108,7487,3/15/2023,548.66,Completed,North,Debit Card
1109,9005,8/10/2023,2668.72,Cancelled,Central,Apple Pay
1110,4902,6/8/2023,972.84,Completed,West,Credit Card
1111,422,10/18/2023,1083.19,Returned,South,Debit Card
1112,4540,12/22/2023,235.13,Completed,South,Credit Card
1113,4851,10/3/2023,2587.9,Completed,East,Credit Card
1114,7931,11/11/2023,978.85,Completed,West,Credit Card
1115,682,7/11/2023,13199.04,Completed,East,PayPal
1116,5114,2/23/2023,3018.72,Completed,South,Apple Pay
1117,488,10/7/2023,2137.78,Completed,West,Credit Card
1118,1737,2/17/2023,1056.4,Completed,West,Debit Card
1119,2306,12/30/2023,549.91,Completed,North,PayPal
1120,7223,2/2/2023,150.41,Completed,South,Apple Pay
1121,5888,1/10/2023,1276.59,Completed,North,Credit Card
1122,8814,10/19/2023,2544.08,Completed,East,Credit Card
1123,1912,9/7/2023,228.45,Completed,Central,PayPal
1124,9307,12/30/2023,4446.45,Completed,East,Apple Pay
1125,4366,10/17/2023,2397.41,Completed,South,Apple Pay
1126,3872,1/28/2023,323.68,Completed,Central,PayPal
1127,6655,8/9/2023,290.79,Completed,North,Debit Card
1128,9236,12/25/2023,479.1,Completed,South,Credit Card
1129,9315,11/16/2023,1837.89,Completed,South,Apple Pay
1130,6061,12/8/2023,1289.02,Completed,West,Apple Pay
1131,5482,11/11/2023,406.33,Completed,East,Credit Card
1132,6070,5/27/2023,3602.11,Completed,South,Apple Pay
1133,90,5/7/2023,1416.81,Completed,East,Credit Card
1134,4677,8/17/2023,1302.24,Completed,East,Apple Pay
1135,8952,2/19/2023,889.76,Completed,South,Debit Card
1136,6872,2/15/2023,1709.14,Completed,North,Apple Pay
1137,7508,2/11/2023,628.59,Completed,Central,PayPal
1138,2636,6/6/2023,2252.41,Completed,East,Apple Pay
1139,9197,10/3/2023,22948.01,Completed,East,Credit Card
1140,3888,6/11/2023,3251.05,Completed,South,PayPal
1141,4602,11/25/2023,907.95,Completed,North,Debit Card
1142,4189,1/1/2023,858.98,Completed,South,Debit Card
1143,6832,9/4/2023,803.38,Completed,South,Credit Card
1144,8993,11/7/2023,2329.03,Completed,Central,Credit Card
1145,7270,9/11/2023,4981.47,Completed,East,Credit Card
1146,2193,12/19/2023,428.94,Completed,West,Debit Card
1147,7621,9/22/2023,5503.25,Completed,North,Debit Card
1148,445,10/7/2023,1777.25,Completed,West,PayPal
1149,5914,12/9/2023,820.77,Completed,West,Credit Card
1150,5588,7/13/2023,2502.75,Completed,Central,Apple Pay
1151,7279,5/15/2023,968.43,Completed,South,Apple Pay
1152,8763,4/7/2023,5382.78,Completed,South,Apple Pay
1153,7037,12/12/2023,2076.31,Completed,Central,Apple Pay
1154,4084,3/27/2023,2877.76,Completed,East,Credit Card
1155,4084,11/19/2023,1732.07,Completed,East,PayPal
1156,6756,9/22/2023,631.66,Completed,West,Debit Card
1157,3984,5/24/2023,1126.52,Completed,West,Debit Card
1158,6099,12/21/2023,1623.03,Completed,West,Debit Card
1159,8703,11/12/2023,325.76,Completed,West,Apple Pay
1160,5188,7/6/2023,4011.24,Completed,North,Apple Pay
1161,4145,4/2/2023,1038.06,Completed,North,Apple Pay
1162,4254,8/25/2023,716.32,Completed,Unknown,PayPal
1163,8362,9/10/2023,2475.56,Completed,West,PayPal
1164,1881,12/12/2023,1768.6,Completed,Central,PayPal
1165,3527,10/17/2023,97.28,Completed,North,Credit Card
1166,9683,4/18/2023,211.3,Completed,East,PayPal
1167,3943,12/27/2023,2165.17,Completed,North,PayPal
1168,2219,11/22/2023,2814.99,Completed,South,Apple Pay
1169,1951,3/22/2023,2429.17,Completed,Central,Credit Card
1170,6062,2/9/2023,1630.06,Cancelled,West,PayPal
1171,7552,6/15/2023,1527.31,Completed,South,Credit Card
1172,1067,10/16/2023,1786.37,Completed,North,Credit Card
1173,3211,10/30/2023,1695.09,Completed,West,Debit Card
1174,8573,12/22/2023,799.39,Completed,West,PayPal
1175,3947,5/21/2023,359.28,Completed,East,Debit Card
1176,3512,9/2/2023,3232.03,Completed,Central,Debit Card
1177,4220,11/22/2023,1103.78,Completed,Central,Apple Pay
1178,869,6/19/2023,1074.49,Completed,East,Apple Pay
1179,7739,12/7/2023,1942.27,Completed,East,Credit Card
1180,1920,12/24/2023,526.08,Completed,East,Debit Card
1181,8144,3/27/2023,629.52,Completed,North,Debit Card
1182,8198,2/8/2023,719.27,Completed,North,Credit Card
1183,7387,10/3/2023,538.64,Completed,North,PayPal
1184,9029,4/10/2023,4396.37,Completed,East,PayPal
1185,8197,10/18/2023,2904.14,Completed,West,Apple Pay
1186,8897,5/8/2023,88.32,Completed,Central,PayPal
1187,9466,3/10/2023,632.57,Completed,West,Credit Card
1188,4330,1/12/2023,196.53,Completed,South,Credit Card
1189,5010,3/2/2023,442.46,Completed,West,Debit Card
1190,1116,6/4/2023,1078.67,Completed,South,PayPal
1191,5240,4/18/2023,315.29,Completed,East,PayPal
1192,4164,9/1/2023,1041.67,Completed,Central,Apple Pay
1193,5133,9/18/2023,478.11,Completed,Central,Apple Pay
1194,3723,6/10/2023,1484.56,Completed,Central,Apple Pay
1195,7467,5/16/2023,997.47,Completed,North,Credit Card
1196,447,1/7/2023,2214.84,Completed,North,Apple Pay
1197,303,5/1/2023,721.38,Completed,East,Debit Card
1198,6702,1/12/2023,788.31,Completed,West,PayPal
1199,7410,7/9/2023,2297.46,Completed,West,Credit Card
1200,5373,11/16/2023,154.02,Completed,North,Credit Card
1201,8966,6/4/2023,1367.72,Completed,North,Debit Card
1202,3161,8/26/2023,2809.34,Completed,North,PayPal
1203,7261,9/20/2023,315.29,Completed,South,Apple Pay
1204,6106,1/14/2023,2921.07,Completed,South,Apple Pay
1205,9282,5/5/2023,2318.99,Completed,Central,Apple Pay
1206,3841,11/27/2023,305.06,Completed,South,Apple Pay
1207,4107,3/1/2023,1009.26,Completed,Central,Apple Pay
1208,2232,7/17/2023,315.18,Completed,East,Apple Pay
1209,8547,9/28/2023,1916.38,Completed,West,PayPal
1210,1027,4/22/2023,208.24,Completed,South,Apple Pay
1211,5313,5/30/2023,3064.98,Completed,West,Apple Pay
1212,2926,10/25/2023,2580.08,Completed,West,Debit Card
1213,2659,9/19/2023,1264.86,Completed,Central,Credit Card
1214,2079,10/8/2023,1871.48,Completed,South,PayPal
1215,7832,5/12/2023,1860.2,Completed,Central,Debit Card
1216,775,3/2/2023,177.79,Completed,West,PayPal
1217,5209,2/6/2023,2863.77,Completed,South,PayPal
1218,3811,8/18/2023,1280.27,Completed,West,PayPal
1219,6756,1/22/2023,868.28,Completed,West,Debit Card
1220,7701,12/26/2023,548.81,Completed,South,Apple Pay
1221,1146,9/7/2023,526.08,Completed,North,Debit Card
1222,2652,5/18/2023,235.13,Completed,East,PayPal
1223,4349,9/18/2023,1350.16,Completed,West,PayPal
1224,7922,3/4/2023,1819.08,Returned,East,PayPal
1225,6002,1/26/2023,436.2,Completed,Unknown,Apple Pay
1226,2198,12/27/2023,695.33,Returned,North,Apple Pay
1227,4901,8/11/2023,462.84,Completed,South,PayPal
1228,374,8/4/2023,3707.81,Completed,South,PayPal
1229,8532,2/26/2023,432.45,Completed,South,Apple Pay
1230,9430,3/27/2023,1798.4,Completed,South,Credit Card
1231,5223,3/19/2023,442.46,Completed,North,Credit Card
1232,757,7/24/2023,208.24,Completed,West,Debit Card
1233,1158,10/6/2023,5547.62,Completed,North,Debit Card
1234,3686,10/9/2023,2045.04,Completed,East,Debit Card
1235,8760,5/2/2023,406.33,Completed,Central,Credit Card
1236,590,10/13/2023,555.16,Completed,North,Apple Pay
1237,2886,7/12/2023,1774.49,Completed,Central,PayPal
1238,5508,8/7/2023,3703.14,Completed,Central,Credit Card
1239,15,8/4/2023,764.02,Completed,South,Credit Card
1240,5489,11/20/2023,990.62,Completed,Central,Credit Card
1241,4064,6/5/2023,1836.52,Completed,South,Apple Pay
1242,9106,11/26/2023,278.93,Completed,East,Apple Pay
1243,7520,5/28/2023,1394.16,Completed,East,Credit Card
1244,6989,12/15/2023,1800.21,Completed,West,Credit Card
1245,4279,2/12/2023,1982.68,Completed,Central,PayPal
1246,5092,12/12/2023,2150.67,Completed,South,Credit Card
1247,4966,11/20/2023,339.07,Completed,West,Credit Card
1248,7540,2/23/2023,3865.08,Completed,West,Credit Card
1249,5255,2/11/2023,2599.64,Completed,West,PayPal
1250,9933,8/7/2023,344.28,Completed,East,Credit Card
1251,6605,4/8/2023,2293.7,Returned,South,Apple Pay
1252,7211,10/2/2023,2516.86,Completed,Central,Debit Card
1253,9223,11/12/2023,1695.09,Completed,North,Debit Card
1254,1110,12/22/2023,756.21,Completed,West,Credit Card
1255,2196,11/22/2023,1041.67,Completed,West,Credit Card
1256,1088,8/21/2023,1393.73,Completed,North,Apple Pay
1257,1501,7/5/2023,200.91,Completed,South,PayPal
1258,9314,6/10/2023,699.45,Completed,South,Credit Card
1259,5869,12/26/2023,436.2,Completed,West,Debit Card
1260,1321,3/9/2023,154.28,Completed,North,Debit Card
1261,3582,1/14/2023,556.73,Completed,South,Debit Card
1262,7297,4/27/2023,2100,Completed,West,Credit Card
1263,4327,2/7/2023,649.61,Completed,Central,Apple Pay
1264,1267,6/9/2023,3035.72,Completed,North,Credit Card
1265,7117,8/3/2023,995.47,Completed,West,Credit Card
1266,3260,2/27/2023,228.45,Completed,Central,Credit Card
1267,3102,3/16/2023,2708.73,Completed,South,Apple Pay
1268,7861,2/5/2023,401.39,Completed,Central,Debit Card
1269,5490,10/10/2023,377.58,Completed,South,Debit Card
1270,3575,2/4/2023,861.87,Completed,East,Apple Pay
1271,1940,7/17/2023,401.69,Completed,South,Debit Card
1272,5577,11/2/2023,812.58,Completed,West,Credit Card
1273,1126,11/15/2023,1203.74,Completed,East,PayPal
1274,5168,4/5/2023,250.59,Completed,West,PayPal
1275,7810,8/18/2023,2193.84,Returned,Central,Debit Card
1276,7542,6/6/2023,1238.2,Completed,South,Apple Pay
1277,2309,6/28/2023,1479.63,Returned,South,Apple Pay
1278,9774,1/10/2023,616.73,Completed,North,Apple Pay
1279,2630,12/11/2023,638.1,Completed,North,Apple Pay
1280,8518,8/4/2023,465.76,Completed,West,PayPal
1281,8630,2/6/2023,1513.62,Completed,South,Credit Card
1282,6106,11/22/2023,434.69,Completed,South,Credit Card
1283,585,11/7/2023,4057.5,Completed,East,PayPal
1284,7930,1/10/2023,1457.67,Completed,North,Apple Pay
1285,8121,3/20/2023,731.83,Completed,South,PayPal
1286,5887,6/19/2023,594.37,Completed,Central,PayPal
1287,1694,8/29/2023,1321.82,Completed,Central,Apple Pay
1288,2113,8/20/2023,2586.81,Completed,East,PayPal
1289,1840,8/20/2023,5140.5,Completed,South,Credit Card
1290,8274,11/2/2023,1425.82,Completed,Central,PayPal
1291,9465,11/8/2023,943.1,Completed,East,Debit Card
1292,1530,12/30/2023,339.07,Completed,East,PayPal
1293,4538,12/15/2023,193.8,Completed,North,Apple Pay
1294,6822,12/29/2023,1309.5,Completed,North,Credit Card
1295,1919,6/4/2023,1169,Completed,Central,Debit Card
1296,1363,7/11/2023,1035.4,Completed,North,Apple Pay
1297,5621,6/13/2023,1258.97,Completed,Central,Apple Pay
1298,6872,5/18/2023,549.91,Completed,North,Credit Card
1299,9710,12/12/2023,154.02,Completed,North,Debit Card
1300,6672,5/22/2023,1463.58,Completed,West,Apple Pay
1301,9684,6/12/2023,859.25,Completed,Central,Debit Card
1302,1248,2/13/2023,1114.32,Completed,North,Credit Card
1303,4345,11/6/2023,132.23,Completed,East,Credit Card
1304,4813,5/9/2023,696.7,Completed,East,Apple Pay
1305,5775,9/9/2023,2627.53,Completed,West,Debit Card
1306,3606,7/3/2023,1278.7,Completed,West,Credit Card
1307,958,3/1/2023,900.38,Completed,West,Credit Card
1308,7887,4/14/2023,1246.52,Completed,Central,Credit Card
1309,663,2/19/2023,1471.63,Completed,Central,Credit Card
1310,7307,1/12/2023,748.01,Completed,North,Debit Card
1311,5410,11/14/2023,3385.24,Completed,West,PayPal
1312,6708,8/3/2023,1646.98,Completed,South,Apple Pay
1313,509,12/31/2023,2674.84,Completed,East,Apple Pay
1314,3889,12/18/2023,317.93,Returned,East,Debit Card
1315,5878,7/8/2023,422.73,Completed,Central,PayPal
1316,3943,12/4/2023,521.84,Completed,North,Debit Card
1317,5625,2/17/2023,1021.66,Completed,West,Debit Card
1318,2655,11/4/2023,475.16,Completed,East,Credit Card
1319,1326,4/1/2023,5033.71,Completed,West,Credit Card
1320,2591,5/17/2023,4279.35,Completed,East,PayPal
1321,263,6/1/2023,460.4,Completed,North,Debit Card
1322,1634,9/27/2023,1973.67,Completed,North,PayPal
1323,2236,11/6/2023,435.69,Completed,North,Debit Card
1324,2339,7/29/2023,1898.73,Cancelled,Unknown,Credit Card
1325,6621,12/6/2023,1448.73,Completed,West,Apple Pay
1326,7821,6/3/2023,599.12,Completed,West,Debit Card
1327,7023,10/11/2023,1552.57,Completed,Unknown,Debit Card
1328,6710,12/8/2023,459.12,Completed,South,PayPal
1329,9620,6/7/2023,1524.27,Completed,East,Credit Card
1330,7930,12/27/2023,392.24,Completed,North,Debit Card
1331,2140,1/5/2023,1505.37,Completed,East,Apple Pay
1332,2311,11/27/2023,284.14,Completed,South,PayPal
1333,1202,1/2/2023,359.28,Completed,West,Credit Card
1334,6957,12/24/2023,395.52,Completed,East,Credit Card
1335,9180,9/27/2023,798.94,Completed,East,Debit Card
1336,1148,8/30/2023,1407.36,Completed,West,PayPal
1337,9425,9/18/2023,237.38,Completed,South,PayPal
1338,6767,3/12/2023,422.45,Completed,East,Apple Pay
1339,5828,7/17/2023,2217.24,Completed,West,PayPal
1340,1718,4/6/2023,204.06,Completed,South,PayPal
1341,8288,6/24/2023,5486.65,Completed,East,Credit Card
1342,1583,2/17/2023,139.02,Completed,West,Debit Card
1343,5375,8/16/2023,759.97,Completed,East,Debit Card
1344,5609,4/15/2023,1630.13,Completed,East,Credit Card
1345,8078,8/31/2023,209.84,Completed,West,PayPal
1346,258,6/2/2023,1414.25,Completed,West,Credit Card
1347,6027,5/1/2023,1636.91,Completed,North,PayPal
1348,1883,9/6/2023,856.57,Completed,Central,Debit Card
1349,2185,9/26/2023,1443.8,Completed,East,Credit Card
1350,1180,10/1/2023,401.39,Completed,Central,Apple Pay
1351,3722,5/27/2023,2815.97,Completed,Central,PayPal
1352,1348,12/6/2023,332.65,Cancelled,Central,Apple Pay
1353,8645,9/19/2023,376.78,Completed,North,Credit Card
1354,8666,9/24/2023,3273.82,Completed,North,PayPal
1355,8389,10/11/2023,730.49,Completed,East,Debit Card
1356,2165,10/8/2023,331.12,Completed,South,Credit Card
1357,1262,10/14/2023,2148.76,Completed,Central,Apple Pay
1358,2680,9/6/2023,2465.21,Completed,East,Debit Card
1359,3159,1/10/2023,1205.7,Completed,Central,Debit Card
1360,866,6/3/2023,468.51,Completed,North,Credit Card
1361,8218,7/23/2023,2126.32,Completed,West,Debit Card
1362,6319,11/10/2023,274.33,Cancelled,North,Credit Card
1363,2977,2/16/2023,967.34,Completed,West,Apple Pay
